,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),3533.06526542636,830.818562427288,4.25251122832919,0.000226241195989318,444.504130392353,30
df$ŒŒˆ³,-14.2164478382097,5.57863480205634,-2.54837399160263,0.0168239633305244,,
df$‘Ìd,30.7853364474922,5.09686735958974,6.04005053997918,1.90387535969678e-06,,
,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),5467.25915511283,994.126310218663,5.49956187550281,7.98341054722407e-06,463.189204065079,30
ŒŒˆ³,-7.23186550059071,9.57943157062969,-0.754936808856533,0.456822017937423,,
”N—î,-26.9705221872701,10.1553837422858,-2.6557856277718,0.0131141781057424,,
